Machine_ID,Timestamp,Temperature,Vibration,Pressure,Run_Time,Oil_Level,Power_Consumption,Product_Rate,Maintenance_Due,Downtime_Flag,Downtime,Quality_Score,Equipment_Age
M10,2024-02-20 17:00:00,71.54,0.155,132.66,11.72,0.891,83.41,110.98,0,0,No,84.83,578
M5,2024-02-20 18:00:00,49.47,0.105,56.83,6.21,0.857,93.47,109.37,0,0,No,70.7,330
M10,2024-02-20 19:00:00,68.06,0.35,87.39,18.11,0.83,86.3,106.69,0,0,No,91.01,227
M2,2024-02-20 20:00:00,65.81,0.592,126.0,17.32,0.758,89.37,82.93,0,0,No,88.36,555
M6,2024-02-20 21:00:00,90.78,0.558,71.97,3.38,0.846,91.02,112.2,0,0,No,85.35,225
M1,2024-02-20 22:00:00,71.73,0.347,116.11,21.05,0.82,84.87,99.02,0,0,No,92.08,561
M3,2024-02-20 23:00:00,63.58,0.734,122.68,4.34,0.939,90.75,109.0,0,0,No,85.08,852
M5,2024-02-21 00:00:00,69.28,0.368,99.43,19.13,0.929,73.01,87.55,1,1,Yes,94.39,1085
M4,2024-02-21 01:00:00,66.3,0.592,71.57,10.97,0.74,55.73,129.49,0,1,Yes,88.11,719
M3,2024-02-21 02:00:00,95.54,0.427,97.57,7.88,0.727,86.51,103.71,0,1,Yes,87.79,416
M10,2024-02-21 03:00:00,57.92,0.326,129.17,3.8,0.972,83.75,93.74,0,0,No,82.15,955
M5,2024-02-21 04:00:00,69.31,0.379,130.78,4.02,0.861,71.25,109.69,0,0,No,88.58,693
M8,2024-02-21 05:00:00,79.98,0.647,104.16,15.89,0.957,67.38,112.87,0,0,No,93.74,563
M4,2024-02-21 06:00:00,88.22,0.572,80.46,13.21,0.717,81.31,109.51,0,1,Yes,88.04,846
M1,2024-02-21 07:00:00,69.3,0.694,134.77,2.93,0.858,87.17,85.08,0,0,No,86.32,957
M7,2024-02-21 08:00:00,46.23,0.572,116.42,2.7,0.862,85.2,117.14,0,0,No,80.89,227
M8,2024-02-21 09:00:00,72.75,0.178,81.77,1.74,0.958,69.8,94.83,0,0,No,88.78,797
M3,2024-02-21 10:00:00,95.28,0.923,106.85,17.85,0.729,72.05,99.76,0,1,Yes,80.03,367
M6,2024-02-21 11:00:00,79.23,0.575,105.93,17.09,0.772,86.69,66.87,0,0,No,95.2,1118
M2,2024-02-21 12:00:00,78.55,0.603,87.26,1.4,0.822,80.73,93.04,0,0,No,93.62,588
M7,2024-02-21 13:00:00,59.05,0.425,106.96,13.45,0.96,90.6,92.94,0,0,No,89.13,406
M8,2024-02-21 14:00:00,57.51,0.723,122.12,2.03,0.982,76.77,106.76,0,0,No,82.38,861
M6,2024-02-21 15:00:00,90.32,0.281,94.08,21.69,0.998,87.4,92.13,0,0,No,86.78,592
M6,2024-02-21 16:00:00,64.33,0.622,124.17,21.77,0.988,79.6,75.68,1,1,Yes,87.39,782
M5,2024-02-21 17:00:00,86.72,0.084,64.89,16.76,0.702,72.77,103.66,0,1,Yes,78.8,398
M8,2024-02-21 18:00:00,74.76,0.635,144.37,22.23,0.714,89.28,96.24,0,1,Yes,88.3,1121
M1,2024-02-21 19:00:00,74.63,0.284,101.15,19.47,0.744,70.07,89.07,0,1,Yes,95.27,884
M10,2024-02-21 20:00:00,46.71,0.555,121.46,19.88,0.805,80.74,101.31,0,0,No,80.46,1042
M4,2024-02-21 21:00:00,69.09,0.771,104.37,13.67,0.949,81.77,73.3,1,1,Yes,90.74,533
M4,2024-02-21 22:00:00,57.21,0.665,83.53,7.35,0.968,78.8,109.31,0,0,No,84.52,902
M3,2024-02-21 23:00:00,40.17,0.745,99.27,5.23,0.756,89.91,97.26,0,0,No,77.54,947
M3,2024-02-22 00:00:00,83.13,0.724,61.81,7.85,0.886,85.73,95.99,0,0,No,83.81,390
M4,2024-02-22 01:00:00,99.62,0.395,113.77,15.08,0.975,84.53,114.29,0,1,Yes,82.84,1072
M1,2024-02-22 02:00:00,91.94,0.62,103.88,4.14,0.839,80.68,91.96,0,0,No,88.36,977
M2,2024-02-22 03:00:00,85.23,0.155,96.17,6.21,0.731,98.56,103.88,0,1,Yes,87.22,491
M9,2024-02-22 04:00:00,68.79,0.363,115.05,11.23,0.837,94.65,98.06,0,0,No,91.14,1011
M10,2024-02-22 05:00:00,87.09,0.779,100.75,5.59,0.813,89.19,148.24,0,0,No,88.24,257
M2,2024-02-22 06:00:00,93.36,0.423,112.14,14.13,0.873,87.55,107.33,0,0,No,86.85,558
M5,2024-02-22 07:00:00,92.46,0.126,119.25,22.16,0.832,73.98,82.88,0,0,No,79.95,316
M9,2024-02-22 08:00:00,57.23,0.903,89.02,17.95,0.705,79.51,126.28,1,1,Yes,80.87,835
M9,2024-02-22 09:00:00,67.51,0.612,83.29,15.99,0.998,86.36,115.64,0,0,No,90.66,878
M8,2024-02-22 10:00:00,100.54,0.653,65.55,13.99,0.863,90.52,100.67,1,1,Yes,77.28,594
M1,2024-02-22 11:00:00,73.88,0.304,102.45,11.71,0.842,88.92,93.44,0,0,No,95.03,788
M1,2024-02-22 12:00:00,25.13,0.557,109.04,4.48,0.986,85.81,80.1,0,0,No,72.12,643
M9,2024-02-22 13:00:00,63.56,0.552,73.53,21.47,0.747,100.01,106.46,0,1,Yes,87.95,693
M8,2024-02-22 14:00:00,68.63,0.336,128.41,5.96,0.757,78.64,89.87,0,0,No,87.85,438
M10,2024-02-22 15:00:00,90.54,0.466,83.55,2.19,0.942,90.13,86.8,0,0,No,88.26,844
M9,2024-02-22 16:00:00,70.9,0.2,57.93,18.0,0.778,88.91,111.63,0,0,No,83.54,574
M7,2024-02-22 17:00:00,90.82,0.431,129.9,4.21,0.94,84.44,123.17,0,0,No,84.73,435
M3,2024-02-22 18:00:00,67.11,0.695,60.54,8.93,0.781,84.81,92.86,0,0,No,84.27,538
M3,2024-02-22 19:00:00,45.54,0.351,119.28,0.68,0.71,84.6,112.09,0,1,Yes,78.42,390
M2,2024-02-22 20:00:00,67.63,0.881,114.42,3.29,0.855,72.92,103.18,1,1,Yes,85.8,588
M5,2024-02-22 21:00:00,80.17,0.213,106.39,4.16,0.759,84.01,105.38,0,0,No,90.39,434
M3,2024-02-22 22:00:00,78.93,0.448,89.54,1.31,0.927,87.48,87.72,0,0,No,94.9,916
M6,2024-02-22 23:00:00,56.17,0.369,110.06,15.76,0.892,83.22,96.81,0,0,No,85.95,460
M2,2024-02-23 00:00:00,83.68,0.464,120.97,20.09,0.977,61.58,83.55,0,0,No,90.75,880
M3,2024-02-23 01:00:00,115.27,0.774,80.28,8.96,0.935,64.14,81.66,0,1,Yes,70.44,942
M5,2024-02-23 02:00:00,67.8,0.303,119.53,20.99,0.754,71.82,107.77,0,0,No,88.56,402
M1,2024-02-23 03:00:00,84.91,0.41,118.62,5.12,0.94,78.88,92.14,0,0,No,89.52,475
M1,2024-02-23 04:00:00,43.55,0.631,105.86,7.81,0.893,72.35,86.27,0,0,No,80.48,1129
M10,2024-02-23 05:00:00,87.96,0.519,89.24,3.62,0.901,86.46,81.86,0,0,No,91.0,482
M9,2024-02-23 06:00:00,61.62,0.535,118.71,14.89,0.95,91.92,77.29,0,0,No,88.87,495
M7,2024-02-23 07:00:00,81.03,0.307,110.17,10.08,0.872,93.34,70.65,0,0,No,91.09,698
M1,2024-02-23 08:00:00,55.63,0.486,79.68,14.72,0.84,83.37,101.66,0,0,No,85.96,749
M8,2024-02-23 09:00:00,79.36,0.726,92.65,18.28,0.891,90.84,60.59,0,0,No,91.82,959
M3,2024-02-23 10:00:00,61.37,0.178,116.38,13.1,0.789,74.37,107.07,0,0,No,83.47,773
M8,2024-02-23 11:00:00,64.27,0.361,102.29,15.06,0.755,78.48,106.96,0,0,No,91.39,928
M5,2024-02-23 12:00:00,97.96,0.137,121.72,22.45,0.885,68.33,98.51,0,1,Yes,76.92,647
M1,2024-02-23 13:00:00,68.54,0.607,93.17,7.18,0.77,92.07,101.11,1,1,Yes,93.26,1036
M7,2024-02-23 14:00:00,80.71,0.745,80.0,8.62,0.724,99.66,95.72,0,1,Yes,88.25,652
M5,2024-02-23 15:00:00,72.14,0.463,143.87,17.22,0.7,76.51,103.38,1,1,Yes,89.06,776
M6,2024-02-23 16:00:00,76.01,0.299,66.38,14.67,0.882,58.3,103.2,1,1,Yes,88.75,666
M6,2024-02-23 17:00:00,81.68,0.305,90.0,4.28,0.809,70.45,119.52,0,0,No,90.76,434
M8,2024-02-23 18:00:00,69.75,0.441,105.59,9.03,0.926,73.5,122.99,0,0,No,95.07,775
M9,2024-02-23 19:00:00,60.06,0.44,119.72,11.23,0.813,66.74,122.53,0,0,No,87.38,926
M2,2024-02-23 20:00:00,67.02,0.682,112.93,10.07,0.846,69.7,88.03,0,0,No,89.77,701
M9,2024-02-23 21:00:00,92.93,0.366,146.23,4.28,0.822,82.05,111.37,0,0,No,79.12,688
M10,2024-02-23 22:00:00,92.09,0.587,97.65,22.19,0.895,86.6,107.59,0,0,No,89.24,918
M9,2024-02-23 23:00:00,62.33,0.439,82.54,18.3,0.807,59.36,90.27,1,1,Yes,88.95,948
M10,2024-02-24 00:00:00,81.02,0.351,95.61,11.55,0.989,74.68,86.7,0,0,No,93.13,801
M10,2024-02-24 01:00:00,82.02,0.434,93.6,16.32,0.981,80.38,94.35,0,0,No,93.89,1129
M7,2024-02-24 02:00:00,99.36,0.567,98.63,21.53,0.954,69.33,84.09,0,1,Yes,86.2,888
M1,2024-02-24 03:00:00,60.33,0.683,80.35,3.27,0.976,82.36,79.16,0,0,No,85.08,716
M7,2024-02-24 04:00:00,64.76,0.45,115.68,6.01,0.835,78.82,107.46,0,0,No,90.74,775
M10,2024-02-24 05:00:00,64.85,0.259,107.42,13.02,0.861,75.51,100.49,0,0,No,88.62,712
M5,2024-02-24 06:00:00,69.59,0.7,74.72,19.18,0.923,71.36,100.41,1,1,Yes,88.24,436
M6,2024-02-24 07:00:00,83.08,0.32,119.36,0.87,0.909,82.73,113.9,0,0,No,88.49,746
M10,2024-02-24 08:00:00,95.33,0.552,83.77,23.62,0.967,72.37,97.06,0,1,Yes,85.55,735
M7,2024-02-24 09:00:00,80.63,0.495,76.34,10.92,0.915,62.67,112.46,0,0,No,92.36,737
M5,2024-02-24 10:00:00,95.31,0.468,101.75,8.62,0.999,80.22,88.92,0,1,Yes,88.86,929
M7,2024-02-24 11:00:00,85.33,0.403,64.84,7.03,0.805,67.61,88.82,0,0,No,85.85,552
M9,2024-02-24 12:00:00,72.87,0.624,111.79,4.18,0.95,63.54,100.21,0,0,No,94.1,907
M3,2024-02-24 13:00:00,57.24,-0.216,43.22,19.0,0.909,81.3,131.82,0,0,No,65.44,706
M8,2024-02-24 14:00:00,77.14,0.727,79.41,22.93,0.907,78.37,119.28,0,0,No,90.27,1002
M2,2024-02-24 15:00:00,71.07,0.317,131.5,9.93,0.798,71.34,116.47,0,0,No,88.09,807
M7,2024-02-24 16:00:00,104.92,0.582,86.27,22.86,0.936,82.29,79.42,1,1,Yes,80.66,367
M2,2024-02-24 17:00:00,74.59,0.571,89.77,19.77,0.97,84.24,102.18,0,0,No,96.33,454
M4,2024-02-24 18:00:00,65.16,0.755,125.47,11.55,0.766,82.4,112.32,0,0,No,84.88,531
M7,2024-02-24 19:00:00,64.01,0.54,84.14,16.18,0.888,82.04,131.28,0,0,No,90.54,896
M3,2024-02-24 20:00:00,73.96,0.334,115.27,10.44,0.818,63.95,74.74,0,0,No,93.11,973
M2,2024-02-24 21:00:00,88.35,0.179,123.48,13.41,0.997,92.93,110.96,0,0,No,82.21,348
M10,2024-02-24 22:00:00,98.87,0.43,109.57,1.39,0.844,85.57,115.97,0,1,Yes,84.76,425
M7,2024-02-24 23:00:00,71.91,0.108,71.1,16.71,0.768,70.49,106.78,0,0,No,84.84,920
M1,2024-02-25 00:00:00,74.33,0.374,87.92,1.27,0.815,79.88,79.75,0,0,No,94.73,833
M8,2024-02-25 01:00:00,56.79,0.441,154.27,19.61,0.896,81.78,103.8,1,1,Yes,78.87,299
M3,2024-02-25 02:00:00,104.09,0.362,90.19,19.8,0.723,79.61,106.43,0,1,Yes,80.73,680
M2,2024-02-25 03:00:00,53.98,0.508,159.73,5.69,0.881,97.93,102.67,0,0,No,77.38,291
M3,2024-02-25 04:00:00,92.57,0.453,134.18,7.77,0.979,60.55,89.73,0,0,No,83.43,642
M5,2024-02-25 05:00:00,69.52,0.434,110.38,11.55,0.955,65.24,87.87,0,0,No,93.87,614
M8,2024-02-25 06:00:00,66.01,0.015,105.94,14.32,0.72,57.01,106.84,1,1,Yes,84.62,243
M10,2024-02-25 07:00:00,58.35,0.241,90.7,6.9,0.998,80.8,89.85,0,0,No,84.64,725
M7,2024-02-25 08:00:00,111.15,0.629,98.22,14.22,0.91,85.44,90.2,0,1,Yes,79.0,1026
M7,2024-02-25 09:00:00,78.32,0.661,86.23,7.15,0.749,83.62,97.91,1,1,Yes,92.37,990
M7,2024-02-25 10:00:00,75.32,0.132,98.73,1.33,0.704,77.11,102.4,0,1,Yes,92.23,982
M8,2024-02-25 11:00:00,88.3,0.337,72.76,0.06,0.751,84.07,115.58,0,0,No,84.64,996
M1,2024-02-25 12:00:00,65.24,0.714,71.68,2.43,0.951,77.04,82.06,0,0,No,85.17,672
M4,2024-02-25 13:00:00,75.03,0.356,126.02,19.01,0.706,87.41,80.58,0,1,Yes,91.91,423
M6,2024-02-25 14:00:00,91.01,0.478,67.75,23.07,0.77,91.07,94.27,0,0,No,85.1,567
M9,2024-02-25 15:00:00,67.32,0.788,117.72,10.25,0.927,70.69,73.0,0,0,No,86.85,840
M2,2024-02-25 16:00:00,92.99,0.428,62.11,12.3,0.876,77.12,108.8,0,0,No,81.98,936
M1,2024-02-25 17:00:00,71.72,0.399,112.59,3.52,0.935,78.74,70.1,0,0,No,93.82,567
M10,2024-02-25 18:00:00,51.7,0.469,95.85,13.22,0.924,94.25,110.61,0,0,No,86.89,547
M2,2024-02-25 19:00:00,70.48,0.871,126.43,3.47,0.715,71.87,116.64,0,1,Yes,85.04,509
M7,2024-02-25 20:00:00,78.74,0.589,93.36,14.67,0.968,90.98,103.9,0,0,No,95.02,859
M3,2024-02-25 21:00:00,73.92,0.504,59.81,22.4,0.768,65.34,72.14,0,0,No,91.34,619
M10,2024-02-25 22:00:00,62.78,0.395,96.24,4.7,0.866,92.44,101.59,0,0,No,91.04,767
M2,2024-02-25 23:00:00,66.81,0.608,103.19,18.35,0.893,88.52,88.05,0,0,No,93.11,557
M7,2024-02-26 00:00:00,93.32,0.632,97.36,0.56,0.751,78.44,81.97,0,0,No,87.67,318
M2,2024-02-26 01:00:00,67.69,0.285,111.5,9.01,0.993,89.17,108.69,0,0,No,89.75,795
M3,2024-02-26 02:00:00,96.44,0.637,88.71,2.66,0.846,74.99,111.5,1,1,Yes,84.28,696
M7,2024-02-26 03:00:00,65.78,0.47,74.73,8.46,0.717,70.77,119.29,0,1,Yes,89.73,239
M4,2024-02-26 04:00:00,79.88,0.505,80.01,4.16,0.981,97.06,95.73,1,1,Yes,93.46,673
M1,2024-02-26 05:00:00,68.31,0.323,89.68,8.96,0.876,74.59,102.58,0,0,No,91.05,1130
M5,2024-02-26 06:00:00,86.31,0.42,89.51,10.02,0.91,86.77,124.98,0,0,No,90.65,477
M9,2024-02-26 07:00:00,58.23,0.294,148.12,7.21,0.858,91.09,131.43,0,0,No,77.87,610
M8,2024-02-26 08:00:00,86.14,0.284,125.1,15.76,0.95,88.06,116.21,0,0,No,85.1,626
M9,2024-02-26 09:00:00,92.05,0.575,113.73,22.05,0.71,85.99,94.75,0,1,Yes,87.22,863
M10,2024-02-26 10:00:00,65.4,0.429,108.92,9.61,0.781,86.8,100.11,0,0,No,92.0,1000
M9,2024-02-26 11:00:00,72.51,0.24,106.0,4.62,0.841,90.57,97.33,0,0,No,92.36,970
M7,2024-02-26 12:00:00,98.01,0.935,106.1,6.5,0.723,83.18,110.58,0,1,Yes,78.57,267
M4,2024-02-26 13:00:00,92.48,0.275,103.27,20.5,0.912,79.6,87.71,0,0,No,86.11,801
M5,2024-02-26 14:00:00,64.46,0.718,100.8,13.72,0.818,66.31,104.82,0,0,No,90.2,390
M1,2024-02-26 15:00:00,56.93,0.205,58.16,10.92,0.782,83.18,104.9,0,0,No,76.69,863
M1,2024-02-26 16:00:00,82.58,0.591,92.62,3.59,0.701,90.28,105.76,0,1,Yes,92.91,542
M3,2024-02-26 17:00:00,77.94,0.45,95.19,10.79,0.916,68.99,84.66,0,0,No,96.57,974
M8,2024-02-26 18:00:00,85.43,0.374,85.02,6.68,0.95,77.71,103.71,1,1,Yes,89.28,472
M2,2024-02-26 19:00:00,63.68,0.539,88.88,22.64,0.819,84.25,126.54,0,0,No,91.33,958
M4,2024-02-26 20:00:00,68.9,0.512,106.01,21.22,0.869,95.12,93.15,0,0,No,95.5,950
M2,2024-02-26 21:00:00,92.2,0.338,115.35,2.01,0.768,68.41,103.9,1,1,Yes,85.08,539
M5,2024-02-26 22:00:00,79.97,0.328,105.98,12.4,0.887,87.93,72.37,0,0,No,92.89,580
M9,2024-02-26 23:00:00,83.0,0.185,114.85,5.4,0.704,76.42,103.79,0,1,Yes,86.73,255
M1,2024-02-27 00:00:00,60.56,0.561,115.2,9.86,0.847,73.26,103.25,0,0,No,88.52,886
M5,2024-02-27 01:00:00,72.34,0.249,94.01,21.04,0.893,70.82,101.75,0,0,No,92.46,858
M9,2024-02-27 02:00:00,89.87,0.501,110.51,12.66,0.975,73.44,110.96,0,0,No,90.45,830
M1,2024-02-27 03:00:00,90.58,0.618,65.07,8.02,0.814,84.99,95.81,0,0,No,82.86,468
M9,2024-02-27 04:00:00,58.68,0.542,92.31,4.99,0.93,77.72,117.65,0,0,No,89.47,455
M8,2024-02-27 05:00:00,55.81,0.355,89.96,19.21,0.879,87.14,86.75,0,0,No,85.5,818
M4,2024-02-27 06:00:00,73.37,0.682,130.63,14.99,0.978,68.78,121.65,0,0,No,89.42,562
M10,2024-02-27 07:00:00,63.01,0.418,106.74,11.23,0.82,86.97,103.19,0,0,No,91.02,702
M5,2024-02-27 08:00:00,62.7,0.233,73.31,5.22,0.796,84.34,98.93,0,0,No,83.17,381
M5,2024-02-27 09:00:00,56.23,0.443,111.89,8.02,0.966,64.92,78.52,0,0,No,87.1,530
M6,2024-02-27 10:00:00,81.57,0.617,118.2,23.04,0.715,95.06,83.35,1,1,Yes,90.73,1077
M7,2024-02-27 11:00:00,57.68,0.365,98.21,12.48,0.741,83.4,105.26,0,1,Yes,88.28,589
M8,2024-02-27 12:00:00,58.57,0.676,113.81,9.62,0.725,87.65,89.25,1,1,Yes,85.51,253
M8,2024-02-27 13:00:00,79.48,0.346,50.09,12.51,0.953,91.56,114.93,0,0,No,84.7,452
M2,2024-02-27 14:00:00,74.17,0.373,46.01,18.7,0.703,89.68,104.31,0,1,Yes,86.25,616
M9,2024-02-27 15:00:00,82.27,0.291,76.43,8.16,0.958,78.74,78.62,0,0,No,87.46,626
M7,2024-02-27 16:00:00,50.26,0.637,102.98,4.29,0.835,87.25,111.42,0,0,No,84.3,653
M4,2024-02-27 17:00:00,75.15,0.489,130.64,14.04,0.701,61.9,97.56,1,1,Yes,93.58,465
M4,2024-02-27 18:00:00,106.13,0.304,77.47,15.96,0.82,83.94,99.31,0,1,Yes,76.01,317
M8,2024-02-27 19:00:00,69.42,0.421,82.93,17.11,0.756,97.32,115.67,0,0,No,92.21,871
M4,2024-02-27 20:00:00,104.85,-0.114,101.77,21.17,0.887,73.05,79.09,0,1,Yes,72.44,229
M6,2024-02-27 21:00:00,87.24,0.656,90.15,8.91,0.904,89.15,83.13,0,0,No,88.8,1008
M5,2024-02-27 22:00:00,87.98,0.466,89.02,1.81,0.846,97.73,104.88,0,0,No,90.63,334
M3,2024-02-27 23:00:00,93.0,0.019,91.57,23.0,0.712,86.89,74.52,1,1,Yes,79.69,435
M10,2024-02-28 00:00:00,83.49,0.209,126.3,10.44,0.897,90.25,90.89,0,0,No,84.67,858
M2,2024-02-28 01:00:00,85.49,0.416,122.32,14.96,0.953,64.31,114.68,1,1,Yes,88.61,838
M9,2024-02-28 02:00:00,84.53,0.237,100.47,15.99,0.916,70.65,98.37,0,0,No,89.88,648
M10,2024-02-28 03:00:00,58.24,0.659,133.09,13.12,0.949,94.3,79.38,0,0,No,81.83,1047
M9,2024-02-28 04:00:00,49.39,0.584,110.18,4.93,0.76,89.6,102.84,0,0,No,83.48,296
M1,2024-02-28 05:00:00,51.7,0.572,123.08,18.12,0.967,84.96,93.93,0,0,No,82.29,880
M10,2024-02-28 06:00:00,70.95,-0.021,82.79,19.29,0.797,77.35,89.47,0,0,No,84.11,493
M3,2024-02-28 07:00:00,83.91,0.395,86.93,13.27,0.704,82.85,153.35,0,1,Yes,90.83,1107
M8,2024-02-28 08:00:00,58.43,0.36,86.71,11.73,0.953,97.38,108.62,0,0,No,86.27,446
M6,2024-02-28 09:00:00,88.86,0.309,98.27,2.73,0.983,78.98,95.75,0,0,No,88.91,434
M5,2024-02-28 10:00:00,67.47,0.417,101.2,2.01,0.897,86.99,113.47,0,0,No,94.33,567
M5,2024-02-28 11:00:00,67.61,0.275,106.48,8.15,0.769,86.73,95.64,0,0,No,90.5,332
M6,2024-02-28 12:00:00,62.46,0.543,139.46,7.46,0.776,73.34,92.23,0,0,No,84.98,654
M7,2024-02-28 13:00:00,56.07,0.653,114.43,22.89,0.84,74.11,104.49,0,0,No,84.59,322
M1,2024-02-28 14:00:00,78.44,0.636,89.7,18.81,0.969,95.27,107.63,0,0,No,93.5,1062
M9,2024-02-28 15:00:00,100.69,0.472,99.93,15.84,0.745,85.7,113.89,0,1,Yes,86.59,779
M3,2024-02-28 16:00:00,74.06,0.9,130.1,12.42,0.948,73.2,121.35,0,1,Yes,85.51,973
M4,2024-02-28 17:00:00,47.24,0.728,115.64,4.02,0.787,76.89,117.81,0,0,No,78.43,711
M10,2024-02-28 18:00:00,104.05,0.48,129.84,23.48,0.943,70.14,112.85,0,1,Yes,79.1,379
M1,2024-02-28 19:00:00,50.63,0.404,90.35,9.0,0.976,90.67,114.39,0,0,No,83.95,379
M10,2024-02-28 20:00:00,56.86,0.768,85.77,2.57,0.828,77.48,117.77,0,0,No,82.73,624
M3,2024-02-28 21:00:00,71.42,0.702,86.06,11.85,0.81,77.62,110.65,0,0,No,91.39,460
M2,2024-02-28 22:00:00,92.21,0.218,91.96,20.98,0.941,88.41,76.22,0,0,No,84.14,355
M2,2024-02-28 23:00:00,71.84,0.717,78.73,21.29,0.859,63.21,107.46,0,0,No,89.83,598
M1,2024-02-29 00:00:00,70.84,0.469,105.9,0.26,0.905,79.63,120.65,0,0,No,96.12,419
M8,2024-02-29 01:00:00,102.87,0.328,106.25,21.27,0.887,79.89,87.96,0,1,Yes,81.37,663
M3,2024-02-29 02:00:00,87.78,0.104,126.78,6.52,0.746,77.14,94.12,0,1,Yes,80.34,1056
M3,2024-02-29 03:00:00,93.77,0.446,64.79,0.94,0.953,74.5,99.1,0,0,No,82.5,617
M6,2024-02-29 04:00:00,124.37,0.498,81.12,20.35,0.759,72.9,102.85,0,1,Yes,71.49,925
M8,2024-02-29 05:00:00,104.58,0.817,116.11,20.73,0.98,82.82,91.67,0,1,Yes,75.64,388
M9,2024-02-29 06:00:00,71.75,0.691,103.67,14.31,0.775,69.9,100.86,0,0,No,93.81,965
M9,2024-02-29 07:00:00,87.89,0.383,100.9,13.79,0.92,81.61,107.7,0,0,No,91.04,1026
M4,2024-02-29 08:00:00,82.0,0.578,125.28,19.51,0.785,74.47,69.85,0,0,No,89.89,352
M5,2024-02-29 09:00:00,82.6,0.665,79.8,18.87,0.795,75.14,101.12,0,0,No,88.86,558
M2,2024-02-29 10:00:00,93.19,0.517,85.43,21.36,0.793,81.97,94.26,0,0,No,87.65,940
M9,2024-02-29 11:00:00,61.32,0.383,83.07,13.27,0.924,75.02,74.4,1,1,Yes,87.42,351
M8,2024-02-29 12:00:00,71.49,0.394,59.74,23.22,0.867,92.67,108.46,0,0,No,88.07,815
M3,2024-02-29 13:00:00,88.25,0.577,102.66,23.91,0.965,78.6,104.67,0,0,No,91.3,483
M9,2024-02-29 14:00:00,77.23,0.583,89.54,2.8,0.792,90.47,102.47,0,0,No,95.14,685
M3,2024-02-29 15:00:00,77.77,0.441,85.34,20.39,0.908,72.38,109.16,0,0,No,94.51,753
M9,2024-02-29 16:00:00,81.35,-0.024,81.73,12.0,0.926,72.16,104.82,0,0,No,82.69,897
M2,2024-02-29 17:00:00,106.21,0.242,99.65,9.3,0.745,63.37,88.93,0,1,Yes,79.16,371
M10,2024-02-29 18:00:00,48.84,0.624,84.03,14.71,0.82,75.08,110.84,0,0,No,81.24,871
M9,2024-02-29 19:00:00,83.73,0.074,104.43,1.34,0.845,77.67,113.41,0,0,No,86.22,915
M8,2024-02-29 20:00:00,74.01,0.737,109.18,12.16,0.807,80.77,83.71,0,0,No,92.93,944
M9,2024-02-29 21:00:00,98.11,0.707,94.11,20.9,0.797,86.97,113.21,0,1,Yes,83.12,286
M5,2024-02-29 22:00:00,68.54,0.508,92.75,5.12,0.906,86.25,95.75,0,0,No,95.16,358
M2,2024-02-29 23:00:00,72.81,0.62,103.71,10.23,0.765,91.36,109.19,0,0,No,95.77,320
M8,2024-03-01 00:00:00,92.33,0.606,99.42,22.55,0.913,71.13,102.28,0,0,No,89.1,880
M6,2024-03-01 01:00:00,70.48,0.477,126.6,10.29,0.981,80.31,97.42,0,0,No,91.95,1061
M8,2024-03-01 02:00:00,52.19,0.225,106.37,8.6,0.87,70.0,108.09,0,0,No,81.83,385
M5,2024-03-01 03:00:00,71.49,0.693,121.91,10.57,0.883,84.14,95.0,0,0,No,89.99,566
M10,2024-03-01 04:00:00,53.75,0.781,112.21,12.47,0.721,98.04,116.2,0,1,Yes,81.31,260
M2,2024-03-01 05:00:00,84.8,0.258,73.63,15.17,0.959,68.04,118.67,0,0,No,84.99,676
M6,2024-03-01 06:00:00,47.02,0.218,88.83,19.22,0.786,86.88,91.79,0,0,No,78.13,628
M5,2024-03-01 07:00:00,90.43,0.473,99.04,10.85,0.885,90.49,97.49,0,0,No,91.55,758
M5,2024-03-01 08:00:00,81.44,0.375,117.37,19.62,0.994,71.07,94.39,0,0,No,90.8,632
M1,2024-03-01 09:00:00,81.5,0.529,138.56,12.81,0.879,84.36,105.63,0,0,No,88.46,627
M2,2024-03-01 10:00:00,42.54,0.742,90.32,8.12,0.917,76.4,119.65,0,0,No,77.0,912
M8,2024-03-01 11:00:00,70.07,0.051,101.11,15.79,0.834,78.79,74.99,0,0,No,88.33,794
M3,2024-03-01 12:00:00,92.3,0.816,116.0,17.23,0.718,76.07,78.73,0,1,Yes,81.82,896
M10,2024-03-01 13:00:00,67.22,0.419,98.84,13.39,0.939,77.75,98.75,0,0,No,94.25,1105
M3,2024-03-01 14:00:00,58.83,0.602,132.88,1.36,0.71,91.56,102.79,0,1,Yes,83.29,828
M8,2024-03-01 15:00:00,65.45,0.624,73.04,4.08,0.91,79.21,85.88,0,0,No,87.36,1093
M8,2024-03-01 16:00:00,73.98,0.647,113.56,6.85,0.707,73.98,102.71,0,1,Yes,93.83,809
M2,2024-03-01 17:00:00,62.23,0.512,113.36,6.78,0.959,80.69,88.89,0,0,No,90.69,626
M8,2024-03-01 18:00:00,93.51,0.559,123.04,16.16,0.747,58.78,93.3,0,1,Yes,84.96,435
M1,2024-03-01 19:00:00,74.03,0.558,101.24,0.44,0.854,71.83,119.04,0,0,No,98.11,488
M6,2024-03-01 20:00:00,66.67,0.374,117.83,18.14,0.879,92.49,94.85,0,0,No,89.75,752
M8,2024-03-01 21:00:00,55.48,0.148,95.02,6.37,0.837,78.55,94.59,0,0,No,82.21,550
